date,AKBNK,ARCLK,ASELS,BIMAS,DOHOL,EKGYO,EREGL,FROTO,GARAN,HALKB,ISCTR,KCHOL,KOZAA,KOZAL,KRDMD,PETKM,PGSUS,SAHOL,SISE,SODA,TAVHL,TCELL,THYAO,TKFEN,TOASO,TSKB,TTKOM,TUPRS,VAKBN,YKBNK
2018-02-07 09:32:00,,,0.8529296719562769,,,,,,,,,,,,,,,,-0.5396551611935985,-0.026421951496560236,,,,,,,,,,
2018-02-07 09:36:00,,,-0.3826333167348406,,,,,,,,,,,,,,,,0.8925940066024509,,,,,,,,,,,
2018-02-07 09:42:00,,,-0.9018188571344559,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-07 09:51:00,,,-0.7402756918688516,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-07 09:54:00,,,0.15376172007899602,,,,,,,,,,,,,,,,,,,,,,,,,,0.35557241559365926,0.6278734162857695
2018-02-07 09:59:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7002563643614774,,
2018-02-07 10:00:00,,,0.32452465815851195,,,,,,,,,,,,,,,,0.5349323802563144,,,,,,,,,,,
2018-02-07 10:06:00,,,,,,,,,,,,,,,,,,,,,,,,,0.010464939315779187,-0.19126336243570696,,,,
2018-02-07 10:21:00,0.12034476983237741,,,,,0.15087629395445434,,,-0.8448293498367578,-0.4373002682695821,0.6244562393715132,0.7405427533251716,,,,,,,-0.598185487028082,0.40330682405347806,,,0.7429673739021359,0.6967093797316319,,,,,-0.7725476666573576,-0.886125402432274
2018-02-07 11:30:00,,-0.6763825635916996,,,,,,,,,,,,,,,0.6485476187898938,,,,,-0.8788515421091805,,,,,,,-0.4740506835611038,-0.5082809787817502
2018-02-07 11:52:00,,,,,,,,,,,,,,,,,,,,,,,,0.1115121947297073,,,,,,
2018-02-07 12:52:00,,,,,,,0.23419614177231107,,,,,0.07607419404940119,,,,,,-0.5841161956765843,-0.20118566084410827,-0.8489984540776561,,,-0.8548427181335849,,-0.8190220019697041,,0.8901601846316636,,,
2018-02-07 13:04:00,,,0.30534778562209663,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-07 13:06:00,,,,,,,,,,,,,,,,0.7014165742803835,,,,,,,,,,,,,,
2018-02-07 13:15:00,,,,,,,,,,,,,,,,,,,,,-0.4984183669210698,-0.6336007956514371,,,,,,,,
2018-02-07 13:24:00,,,,,,,,,,,,,,,,,,,,,,,,0.8616497104388399,,,,,,
2018-02-07 13:25:00,,,0.08442856150436251,,,,,,,,,,,,-0.679874127508636,,,,,,,,,,,,,,,
2018-02-07 13:35:00,,,,,,,,,,,,-0.5338716070660867,,,,,,,,,,,,,,,,,,
2018-02-07 13:42:00,,,,,,,,,,,,,,,,,,,,,,,-0.3052652328507468,,,,,,,
2018-02-07 14:00:00,,,,,,,,,,,,,,,,,,0.07921978973872945,,,,,,,,,,,,
2018-02-07 14:35:00,,,,,,0.6739884140545818,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-07 14:39:00,,,,,,,,,,,,,,,,,,,0.22040799676452472,0.8496722026645704,,,,0.846088359897651,,,,,,
2018-02-07 15:18:00,,,,,,,,,,,,,0.23826709371430477,-0.718494777869537,,,,,,,,,,,,,,,,
2018-02-07 16:30:00,,,,,,,,,,,,,,0.9028411913526546,,,,,,,,,,,,,,,,
2018-02-07 16:56:00,,,,,,,-0.40135761708749285,,,,,,,,,,,,,,,,,,,,,,,
2018-02-07 17:18:00,,,0.752305049914181,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-07 17:20:00,,,-0.7801765993612995,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-07 17:49:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4383152825666816
2018-02-07 17:52:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9099739940866265
2018-02-07 17:53:00,-0.3015433007714805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-07 17:54:00,-0.5884048391837561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-07 17:55:00,-0.6100324362424783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-07 17:56:00,0.31294237947294246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-07 17:57:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2959272932469257,-0.19803845438379453
2018-02-07 17:59:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3947755476810302,
2018-02-07 18:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.15533445600695983,
2018-02-07 18:01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6118430269568489,
2018-02-07 18:07:00,0.8073269153763463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-07 18:53:00,,,,,,,,,,,,,,,,,,,,,,,,,-0.5504513429271178,,,,,
2018-03-07 06:25:00,,,,,,,,,,,,,,,,,,,,,,,,,0.5232746029234288,,,,,
2018-03-07 08:25:00,,0.04528673238538605,,,,,0.1949368090709156,,,,,,,,,,,,,,,,,,,,,,,
2018-03-07 08:50:00,,,,,,,,0.639520878693862,,,,,,,,,,,,,,,,,,,,,,
2018-03-07 08:54:00,,,0.19032448438092509,,,,,,,,,,,,,,,,,,,,0.50155820282543,,-0.8146506577539352,,,,-0.3965744057438252,
2018-03-07 09:08:00,,,-0.6370718076221995,0.8554720067280448,,,,,,,,,,,,,,,,,,,,,-0.27476256978444513,,,,,
2018-03-07 09:18:00,,,-0.5268184903676312,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-07 09:19:00,,,,,,,,,0.42548182132223755,,,,,,,,-0.1624729552149453,,,,,,,,,,,,,
2018-03-07 09:25:00,,,0.7508300940009387,,,,,,-0.23945876831607094,,,,,,0.12333092396059397,,-0.31473892632342304,,,,,,,,,,,,,
2018-03-07 09:27:00,,,-0.021186013722894748,,,,,,,,,,,,,,,,,,,,0.3697739818882628,,,,,,,
2018-03-07 09:36:00,,,-0.04976656896241782,,,,,,,,,,,0.3957134232481556,,,,,,,,,,,-0.52684185003251,,,,,
2018-03-07 09:44:00,0.002390060258729454,,0.07968477115447237,,,-0.6094290419424304,0.38511584130798626,,-0.6841858600698434,-0.47508271798737267,-0.13813230478611804,-0.9758842826370013,,,,,,,,,,,-0.4437499014237838,,0.8325147020985524,,,,0.5158522219798969,0.44052990994035945
2018-03-07 10:41:00,-0.5130268741126303,,,,,,,,-0.9155684008562743,,,,,,,,,,,,,,,,,,,,,
2018-03-07 13:00:00,,,,,,,,,0.2591162899033832,,,,,,,,,,,,,,,,,,,,,
2018-03-07 13:16:00,,,,,,,,,,,,,,,,,,,,,,0.46410860938492604,,,,,,,,
2018-03-07 14:17:00,,,,,,,,-0.8227530791436122,,,,,,,,,,,,,,,,,-0.45668020502242834,,,,,
2018-03-07 14:32:00,,,,,,,,,,,,,,,,,,,-0.1859408881443152,,,,,,,,,,,
2018-03-07 14:46:00,,,,,,,,,,,,,,,0.5938631623334967,,,,,,,,,,,,,,,
2018-03-07 14:48:00,-0.1543669432493422,,-0.12572883869804352,0.40039936703944945,-0.8244335045084825,,,,0.7649148968601804,,,,,,,,,,0.8117087927000661,,-0.17097736512959827,0.41196279816000003,,0.481052175940222,,-0.03274042447690606,-0.1446211752935198,0.8413501415465123,,
2018-03-07 15:22:00,0.8124589456609235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-07 15:37:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2102405816757289
2018-03-07 15:46:00,,,,,,,,,,,,,,0.8953949583216423,,,,,,,,,,,,,,,,
2018-03-07 15:48:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06511354086782917
2018-03-07 15:49:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.664202716014622
2018-03-07 15:51:00,,,,,,,,,,,,,0.7904529603963744,,,,,,,,,,,,,,,,,
2018-03-07 15:57:00,,0.8140713096905228,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-07 16:23:00,,,,,,,,0.7725699174717178,,,,,,,,,,,,,,,,,0.08959085231793984,,,,,
2018-03-07 16:31:00,,,,,,,,,,-0.027049898131334515,,,,,,,,,,,,,,,,,,,,
2018-03-07 16:45:00,-0.46951954363988013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-07 16:47:00,,,,,,,,,,,,,,,,,,,,,,0.028773372204120573,,,,,,,,
2018-03-07 16:50:00,,,,,,,,,,,,,,,,,,,,,,0.22104379648607497,,,,,,,,
2018-03-07 16:56:00,,,,,,,,,,,,,,,,0.860590376353245,,,,,,,,,,,,,,
2018-03-07 17:07:00,,,,,,,-0.044332917618567835,,,,,,,,,,,,,,,,,,,,,,,
2018-03-07 17:08:00,,,,,,,,,,,,,,,,,,,,,,0.5618165162644713,,,,,,,,
2018-03-07 17:09:00,,,,,,,,,,,,0.23794880148098208,,,,,,,,,,,,,,,,,,
2018-03-07 17:10:00,,,,,,,,,,,,0.030840251768225135,,,,,,,,,,,,,,,,,,0.46543117620547436
2018-03-07 17:28:00,,,0.6192124461479449,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-07 17:33:00,,,,,,,,,0.5095398943740979,,,,,,,,,,,,,,,,,-0.19044803718246217,,,,0.159965823292183
2018-03-07 17:54:00,,,,,,,,,,,-0.7056194578656962,,,,,,,,,,,,,,,,,,,
2018-03-07 18:00:00,,,,,,,,,,,0.4756236562917546,,,,,,,,,,,,,,,,,,,0.40044749698234394
2018-03-07 18:05:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7557422975051649
2018-03-07 18:08:00,,,,,,,,,,-0.7965829389101633,,,,,,,,,,,,,,,,,,,,
2018-03-07 19:14:00,,,,,,,,,,,,,,,,-0.880573535021824,,,,,,,,,,,,,,
2018-03-07 19:19:00,,,,0.06537213519337359,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-07 08:02:00,,,,,,,,,,,,,,,,,,,,0.22080605195027347,,,,,,,,,,
2018-04-07 08:46:00,,,,,,,,,,,,,,,,0.0292750133362647,,,,,,,,,,,,,,
2018-04-07 08:49:00,,,0.2316688822440227,,,,,,,,,,,,,,,,,,,0.9279702299022199,,,,-0.4831696382698769,,,,
2018-04-07 08:58:00,,0.32102485365426614,-0.3570195816344208,,,,-0.30533137013639666,,,,,,,,,,,,,,,,,,,,,0.05536433576048716,,
2018-04-07 09:10:00,,,,,,,,0.8423396554906866,,,,,,,,-0.6478773659250723,,,,,,-0.7143385055104507,,,0.283040238692972,0.8182578038217945,,,,
2018-04-07 09:13:00,,,0.38228720969399954,,,,,,,,,,,,,,-0.4482864301242069,,,,,,,,,,,,,
2018-04-07 09:17:00,,,,,,,,,,,,,,,,0.4956315943219747,,,,,,,,,,,,,,
2018-04-07 09:19:00,,,,,,,-0.7253220618732745,,,,,,,,-0.9679508218993516,,,,,,,,,,,,,,,
2018-04-07 09:26:00,,,-0.5076478689413906,0.5925674800219622,,,,,,,,,,,,0.32444865798334166,,,0.17591562212609757,,,-0.8405705947318998,,,,0.5047691983751266,,,,
2018-04-07 09:33:00,-0.5249978153498049,,,,,,,,0.8192028659960731,-0.5767292289628112,-0.4512033094122112,,,,,,,,,,,,,,,0.08675610462677508,,,,-0.850605309175154
2018-04-07 09:37:00,,,0.6373155246894475,,,,,,,,,,,,,,,,,,,-0.6890934740276966,,,,0.6970159370805635,,,,
2018-04-07 09:50:00,,,,,,,,,,,,,,,,0.31950147196921774,,,0.014822909024749586,,,,,,,,,,,
2018-04-07 09:53:00,-0.41839011801140535,,,,,-0.6127763402470794,-0.08263430891868051,,-0.33548077322600944,0.10779247551704318,0.03689694579152136,,,,,,,,0.28009086756604096,-0.30324061213561304,,,-0.6974207269240367,,,,,,0.8614712719422299,-0.8467751170849895
2018-04-07 10:02:00,,,,,,,,,,,,,,,,0.6837753939934645,,,,,,,,,,,,,,
2018-04-07 10:17:00,,,0.20564442249985126,,,,,,,,,,,,,,,,-0.973433576815613,,,,,,,0.8990730892405048,,,,
2018-04-07 10:25:00,,,,,,,,0.6493820862564406,,,,,,,,,,,,,,,,,-0.42798103207846716,,,,,
2018-04-07 11:03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6113019822851502,,,
2018-04-07 11:13:00,,,,,,,,,,,,,,,,,,,,,,,,,,0.6976847753646951,,,,
2018-04-07 11:18:00,,,,,,,,,-0.4235827477047447,,,,,,,0.991941612649512,-0.7602380644885598,,-0.33176300375391743,-0.13068168825069715,,,-0.23911919613361388,,,,,,,
2018-04-07 11:19:00,,,,,,,,,,,,,,,,,,,,0.41872115749121064,,,,,,,,,,
2018-04-07 11:35:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.07854639342175962,
2018-04-07 13:04:00,,,,,,,,,-0.17625128407428484,,,,,,,,,,,,,,,,,,,,,
2018-04-07 13:17:00,,,,,,,,,,,,,,,,0.3655918789167487,,,,,,,,,,,,,,
2018-04-07 13:18:00,,,,,,,,,,,,,,,,0.22111333166269476,,,,,,,,,,,,,,
2018-04-07 13:24:00,,,,,,,,,,,,,,,,0.7056651363561997,,,,,,,,,,,,,,
2018-04-07 14:50:00,,,,,,,,,,,,,,,,,,,,,-0.31495011612992374,,-0.28575833226010317,,,,,,,
2018-04-07 15:12:00,,,,,,,,,,-0.19447681476760148,,,,,,,,,,,,,,,,,,,,
2018-04-07 15:21:00,,,,,,,,,0.16774840256725,,,,,,,,,,,,,,,,,,,,,
2018-04-07 15:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8646537903578748,,,
2018-04-07 17:02:00,,,,-0.777463884202191,,,-0.1651100770818641,,,,,,,,,0.3140952925810445,,,,0.44423904060265484,,-0.1731133591722238,,,-0.9068969068486439,,,0.4956943146926809,,
2018-04-07 17:28:00,,,,,,,,,0.25125933139041123,-0.2348921474517156,,,,,,,,,,,,,,,,,,,,
2018-04-07 17:30:00,0.9942192830620278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-07 17:31:00,-0.2858240954249902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-07 18:11:00,,,,,,,,,-0.6882167603761578,,,,,,,,,,,,,,,,,,,,,
2018-04-07 19:43:00,,,,,,,0.3980352418342954,,,,,,,,,,,,,,,,,,,,,,,
2018-05-07 07:23:00,,,0.9677536751337613,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-07 08:50:00,,-0.6445654925015774,,,,,,,,0.8124325039293305,,,,,,,,,,,,,,,,,,,,
2018-05-07 09:01:00,,,,0.4635026712452206,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-07 09:03:00,,,,,,,,,0.9154109610651087,,-0.6742396899781122,,,,,,-0.5833487380271398,,,,,,,,,,,,,
2018-05-07 09:06:00,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4330161547251483,,,
2018-05-07 09:16:00,,,,,,,,,-0.41496972874558713,,,,,,,,,,,,,,,,,,,,,
2018-05-07 09:18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7686299034616717,,,
2018-05-07 09:23:00,,,-0.8861974211522443,,,,,,,,-0.6281513153382698,,,,-0.521351747263259,,-0.7737892284051511,,,,,,,,,,,,,
2018-05-07 09:24:00,,,0.20358752673941005,,,,,,,,-0.20955160793255345,,,,-0.09844159905485439,,-0.2510565819262185,,,,,,,,,,,,,
2018-05-07 09:48:00,-0.6630553700556798,,-0.926749795253256,,,-0.9454781451687104,,,0.6313026840779701,0.15179084190447667,0.9970827454866129,,,,,,,,,,,-0.2295636747771419,0.691562809053615,0.4759844213816731,,,,,0.25673878461165,-0.6368115061617865
2018-05-07 09:51:00,,,0.7702739217403114,,,,,,,,,,,,,,,0.7516176702363919,,,,,,,,,,,,
2018-05-07 09:58:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9658925302683041
2018-05-07 10:00:00,,,0.8644227776813171,-0.3060459908324389,,,,,,,-0.864121269721573,,,,,0.9803695613705157,,,,-0.07345082188307672,,,,,,,,-0.31302128106025884,,
2018-05-07 10:03:00,,,,,,0.494649502289336,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-07 10:04:00,,,,,,-0.9335203030845263,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-07 10:14:00,0.8106033908255355,,,,,,,,,,,,,,0.8689415299508778,,,,,,,,,,,,0.32905123900021094,0.4045796228587428,,
2018-05-07 10:23:00,,,,,,,,,,,,,,,,,,,,,-0.06092144746676398,,,,,,,,,
2018-05-07 10:24:00,,,,,,,,,,,,,,,,,,,,,-0.41572968087079554,,,,,,,,,
2018-05-07 10:45:00,,,,,,,,,,,,,,,,,-0.5065017298947279,,,,0.19551511064728588,,-0.3015228395973384,,,,,,,
2018-05-07 10:48:00,-0.15006926834612444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12525482047907355
2018-05-07 10:49:00,,,,,,,-0.06924357334456288,,,,,,,,0.47656882170204007,,,,,,,,,,,,,,,
2018-05-07 11:25:00,,,,,,,,0.8517655572355545,,,,,,,,,,,,,,,,,,,,,,
2018-05-07 11:31:00,,,-0.8767042824463129,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-07 11:36:00,,,-0.12474179147301823,,,,,,,,,,,,,,,,-0.19787110326646218,,,,,,,,,,,
2018-05-07 11:55:00,,,,,,,,,,,,,,,,,,,,,0.19500191738996464,,,,,,,,,
2018-05-07 12:41:00,-0.9011470785614928,,,,,,,,-0.10162638402855073,-0.8894022402324804,0.4337205427015256,,,,,,,,,,,,,,,,,,,-0.4595982868550714
2018-05-07 12:54:00,,,-0.6439060110231904,0.7012489824687189,,-0.7428274642394468,0.1624635687991205,,0.9685818329861211,,0.7881542647636004,-0.6112272258573059,0.4631412371358068,0.5683187064437332,0.8737466428596936,0.10066478828924397,,,,0.21611388612692584,,-0.00180682927910647,-0.4143040672912397,,,,-0.7328688853176335,0.18070052613196252,,
2018-05-07 12:59:00,0.5616228833616155,,,,,,-0.7283377253150842,,,,,,,,-0.16612358581577213,,,,,,,,-0.44772693035375744,,,0.6824536410703446,0.5159416193249471,,,
2018-05-07 13:06:00,,,,,,,,,,,,,,,,,,,,,,,-0.351345932567684,,,,,,,
2018-05-07 13:16:00,,,,,,,,,,,,,,,,,,,,,,,0.2354157145423803,,,,,,,
2018-05-07 13:29:00,,,,,,,,,,,,,,,,,,,,,0.04206980569068142,,,,,,,,,
2018-05-07 13:59:00,,,,,,,0.4722994714480979,,,,,,,,,,,,,,,,,,,,,,,
2018-05-07 14:12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5347268071558708,,,
2018-05-07 14:17:00,,,,,,,,,,,,,,,,,,,,0.08912915060216609,,,,,,,,,,
2018-05-07 14:20:00,,,,,,,,,,,,,,,,,,,-0.13407433933312363,,,,,,,,,,,
2018-05-07 14:21:00,-0.6052943996997502,,,,,,,,-0.011941987726516556,,-0.21023338203680653,,,,,,,,,,,,,,,,0.3211290639477302,,,
2018-05-07 14:23:00,-0.9126917551164535,,,,,,,,-0.1803253149795292,,-0.24052281219290017,,,,,,,,,,,,,,,,-0.5069654919297064,,,0.920382957930709
2018-05-07 14:37:00,,,,,,,,,,,,,,,,,,,,,-0.6668494715461555,,,,,,,,,
2018-05-07 14:43:00,,,,,,,,,,,,,,,,,,,,,-0.06865116444573394,,,,,,,,,
2018-05-07 14:49:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5914318769487963
2018-05-07 14:54:00,,,,,,,,,,,,-0.44158405611366813,,,,,,,,,,,,,,,,,,
2018-05-07 14:58:00,,,,,,,,,,0.8032969375933681,,,,,,,,,,,,,,,,,,,0.18599140763614885,
2018-05-07 15:01:00,0.19730821347077176,-0.14038061653354283,-0.1067110984119427,-0.7584741173168079,,,-0.11155446318713302,-0.10581149152921654,0.5944250239737254,,,,,,,,,,,,,-0.42827193353422466,0.7122608323284076,,,,,,,0.5881405433705018
2018-05-07 15:02:00,,,-0.031099874454348475,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-07 15:03:00,,,-0.25432507484726274,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-07 15:04:00,,,,,,,,,,,,0.5330400123858408,,,,,,,,,,,,,,,,,,
2018-05-07 15:14:00,-0.6761464477341539,-0.898145792699834,0.9349260525266192,0.7984193842677587,,,0.679241770235349,-0.3395946990554253,-0.2818272733094793,,,,,,,,,,,,,0.6424667700910196,-0.3072255468463274,,,,,,,0.007128827976865093
2018-05-07 15:21:00,,,0.8911936286354878,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-07 15:23:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8498409459286891,
2018-05-07 15:28:00,0.8240591262240422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-07 16:25:00,,,,,,,,,,-0.47112758739585936,,,,,,,,,,,,,,,,,,,,
2018-05-07 16:32:00,,,,,,,,,,0.34236439202355773,,,,,,,,,,,,,,,,,,,,
2018-05-07 16:55:00,,,,,,,0.18796950839741444,,,,,,,,,,,,,,,,,,,,,,,
2018-05-07 17:16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15796592983187607
2018-05-07 18:10:00,,,,,,,,,0.9775010894207221,,0.5263772372562219,,,,,,,,,,,,,,,,,,,
2018-05-07 18:12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3600709633965762,
2018-05-07 18:19:00,,,,,,,,,,-0.741833918880664,,,,,,,,,,,,,,,,,,,,
2018-05-07 18:20:00,,,,,,,,,,-0.7659628896724978,,,,,,,,,,,,,,,,,,,0.3981821831395671,
2018-05-07 18:23:00,,,,,,,,,,,,,,,0.7342708211350903,,,,,,,,,,,,,,,
2018-05-07 18:28:00,,,,0.3622814194410757,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-07 06:16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09216664767738192,
2018-06-07 06:20:00,,,,,,,,,,,,,,,,,,,,,,0.04362726955456364,,,,,-0.5789829287897024,,,
2018-06-07 07:34:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5776461395527062,,,
2018-06-07 08:55:00,,,-0.33272448849919467,,,,,,,,,,,,,,,,,,,,,,,,-0.08612238241968062,,,
2018-06-07 09:03:00,,,,,,,,,,0.347556485226461,,,,,,,,,,,,,,,,,,,,
2018-06-07 09:04:00,,,,,,,,,,,,,-0.3845230415309908,,,,-0.03758814197939264,,,,0.9209581973970677,-0.851933261929505,,,,,,,,
2018-06-07 09:06:00,,,0.11219400728024276,,,,,,,,,,,,,,,,,,-0.5162571026946425,,,,,,0.9679148288095083,,,
2018-06-07 09:10:00,,,,,,,,,,,,,,,-0.8819344189898772,,,,,,,,,,,,,,,
2018-06-07 09:11:00,,,,,,,,,,,,,,,,,0.39018672804212606,,,,-0.7923743558982292,,0.043288057345087116,,,,,,,
2018-06-07 09:20:00,-0.7434303183413746,,,,,,,,,,0.13866326089789283,,,,,,0.6462342229492575,,,,,,,,,,,,,
2018-06-07 09:28:00,0.17946834996957706,,-8.678486202717828e-05,,,,,,-0.1205906281272131,,0.8656790098574616,,,,-0.6277241333554502,,-0.21104724014365805,,,0.47809225614394113,-0.944895377938662,,0.7236314944295836,,,,0.9451315148388761,,,
2018-06-07 09:29:00,,,-0.8741068933115115,0.4927051772553088,,,,,,,,,,,,,,,,,-0.26213413626677884,,,,,,,,,
2018-06-07 09:30:00,,,0.5738234021037893,0.6077667023239608,,,,,,,,,,,,,,,,,0.2505758795287303,,,,,,,,,
2018-06-07 09:33:00,,,,,,,-0.9572516309168566,,,,,,,,,,,,,,0.9336921721614964,,,,,,,,,
2018-06-07 09:39:00,,,-0.7878576995399929,,,,,,,,,,,,,,,,,,0.6691063081813058,,,,,,0.5578775477699116,,,
2018-06-07 09:42:00,,,0.7009726692886111,,,,,,,,,,,,,,0.6754792428717808,,,,0.08101803470582403,,-0.9095239756803504,,,,,,,
2018-06-07 09:48:00,,,0.27770315290699554,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-07 09:56:00,-0.10997836484230006,,0.1827052262593858,,,,,,0.3110638422021319,,0.35320675849987304,,,,,,,,,,-0.4168418771141593,,,,,,-0.49320226621316277,,,
2018-06-07 10:02:00,-0.16849654303507777,,-0.5819736439778833,,,0.8671768347823003,,,0.4124372717806337,-0.26297485065998516,0.36789634469810917,,,,,,0.8167380219625597,,-0.8249115063740768,,,,0.8444948595678472,,,,,,0.1773832649926239,0.1935395387005472
2018-06-07 10:14:00,,,,,,,,,,,,,,,,,-0.4054491977530157,,,,-0.46564042857892773,,-0.1365576364615868,,,,,,,
2018-06-07 11:54:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.43828140162526674
2018-06-07 11:56:00,,,,,,,,,,-0.402256823861167,,,,,,,,,,,,,,,,,,,,
2018-06-07 11:57:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.919610177739377
2018-06-07 11:58:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9854369251136388
2018-06-07 12:12:00,0.5221485423297894,,,,,,,,,-0.00036256937053291693,,,,,,,,,,,,,0.9419463802544028,,,,,,0.764158647577974,
2018-06-07 12:25:00,0.8856838539254981,,,,,,,,,-0.5975519320832312,,,,,,,,,,,,,-0.1529022676094196,,,,,,0.9516056283410064,
2018-06-07 13:15:00,,,,,,,,-0.9729718007700916,,,,,,,,,,,,,,-0.2683884044670948,-0.8052009853438822,,,,-0.009765313591470592,,,
