ID,ISFRAUD
531,0
532,0
533,1
534,1
535,1
536,0
537,0
538,0
539,1
540,0
541,0
542,0
543,1
544,1
545,0
546,1
547,0
548,1
549,0
550,0
551,1
552,0
553,1
554,0
555,1
556,1
557,1
558,1
559,0
560,0
561,1
562,1
563,0
564,1
565,0
566,0
567,0
568,0
569,0
570,1
571,1
572,1
573,0
574,0
575,1
576,0
577,0
578,1
579,1
580,0
581,0
582,1
583,1
584,0
585,0
586,0
587,1
588,0
589,1
590,0
591,1
592,0
593,0
594,1
595,1
596,0
597,0
598,1
599,0
600,1
601,1
602,0
603,1
604,0
605,0
606,1
607,1
608,0
609,1
610,0
611,0
612,0
613,1
614,0
615,1
616,0
617,0
618,0
619,0
620,0
621,0
622,0
623,0
624,1
625,0
626,1
627,0
628,0
629,1
630,0
631,1
632,0
633,0
634,0
635,0
636,0
637,0
638,0
639,0
640,0
641,0
642,0
643,0
644,0
645,1
646,0
647,0
648,1
649,0
650,0
651,0
652,1
653,0
654,1
655,0
656,1
657,0
658,1
659,1
660,0
661,0
662,1
663,1
664,0
665,1
666,1
667,1
668,0
669,1
670,0
671,0
672,0
673,0
674,0
675,1
676,0
677,0
678,0
679,0
680,1
681,0
682,0
683,0
684,0
685,0
686,0
687,0
688,0
689,1
690,1
691,0
692,1
693,0
694,1
695,0
696,1
697,0
698,0
699,1
700,1
701,0
702,1
703,0
704,1
705,0
706,1
707,0
708,0
709,0
710,0
711,0
712,0
713,0
714,1
715,0
716,0
717,1
718,0
719,0
720,1
721,1
722,1
723,0
724,1
725,1
726,0
727,0
728,1
729,0
730,0
731,0
732,0
733,0
734,0
735,0
736,1
737,1
738,1
739,1
740,1
741,0
742,0
743,0
744,0
745,0
746,0
747,0
748,0
749,0
750,0
751,1
752,0
753,0
754,0
755,1
756,0
757,0
758,1
759,1
760,1
761,0
762,0
763,0
764,1
765,0
766,1
767,1
768,1
769,1
770,0
771,0
772,0
773,0
774,1
775,0
776,1
777,0
778,0
779,0
780,1
781,0
782,1
783,1
784,0
785,1
786,0
787,0
788,0
789,0
790,0
791,0
792,1
793,1
794,1
795,1
796,0
797,1
798,1
799,0
800,1
801,0
802,1
803,0
804,0
805,0
806,0
807,0
808,1
809,1
810,0
811,0
812,0
813,1
814,1
815,0
816,0
817,0
818,0
819,0
820,1
821,0
822,0
823,0
824,0
825,0
826,0
827,0
828,0
829,0
830,0
831,1
832,0
833,1
834,0
835,0
836,0
837,1
838,0
839,1
840,0
841,0
842,1
843,0
844,0
845,1
846,1
847,1
848,1
849,0
850,1
851,1
852,0
853,1
854,1
855,0
856,1
857,0
858,1
859,0
860,0
861,1
862,0
863,0
864,0
865,0
866,0
867,0
868,0
869,1
870,1
871,1
872,1
873,0
874,0
875,1
876,0
877,0
878,0
879,0
880,0
881,0
882,0
883,0
884,0
885,1
886,0
887,0
888,1
889,0
890,0
891,0
892,0
893,0
894,1
895,1
896,0
897,1
898,0
899,0
900,0
901,1
902,0
903,1
904,1
905,0
906,1
907,0
908,1
909,0
910,1
911,1
912,0
913,1
914,1
915,0
916,0
917,0
918,0
919,0
920,0
921,1
922,0
923,0
924,0
925,0
926,1
927,0
928,0
929,1
930,0
931,0
932,1
933,1
934,0
935,1
936,0
937,0
938,1
939,0
940,1
941,0
942,1
943,1
944,0
945,0
946,0
947,1
948,0
949,0
950,1
951,0
952,0
953,0
954,0
955,0
956,0
957,0
958,1
959,0
960,0
961,0
962,0
963,1
964,0
965,0
966,1
967,0
968,1
969,0
970,0
971,0
972,0
973,1
974,1
975,0
976,0
977,0
978,0
979,0
980,0
981,0
982,1
983,0
984,0
985,1
986,0
987,0
988,1
989,1
990,0
991,1
992,0
993,1
994,0
995,0
996,0
997,0
998,0
999,0
1000,1
1001,0
1002,0
1003,0
1004,0
1005,0
1006,1
1007,0
1008,0
1009,0
1010,0
1011,1
1012,0
1013,0
1014,1
1015,0
1016,1
1017,1
1018,0
1019,0
1020,1
1021,1
1022,0
1023,1
1024,1
1025,0
1026,0
1027,0
1028,0
1029,1
1030,1
1031,1
1032,1
1033,1
1034,0
1035,1
1036,1
1037,1
1038,1
1039,0
1040,0
1041,0
1042,1
1043,0
1044,1
1045,0
1046,0
1047,0
1048,1
1049,0
1050,1
1051,1
1052,0
1053,0
1054,1
1055,0
1056,0
1057,0
1058,0
1059,1
1060,0
1061,1
1062,1
1063,0
1064,0
1065,1
1066,0
1067,0
1068,1
1069,1
1070,0
1071,1
1072,1
1073,1
1074,1
1075,1
1076,0
1077,0
1078,1
1079,0
1080,0
1081,1
1082,1
1083,1
1084,1
1085,0
1086,1
1087,0
1088,1
1089,1
1090,0
1091,1
1092,0
1093,0
1094,1
1095,1
1096,0
1097,0
1098,0
1099,1
1100,0
1101,0
1102,0
1103,1
1104,1
1105,1
1106,0
1107,0
1108,0
1109,0
1110,1
1111,1
1112,0
1113,0
1114,1
1115,0
1116,1
1117,0
1118,1
1119,0
1120,0
1121,0
1122,0
1123,1
1124,0
1125,1
1126,0
1127,1
1128,1
1129,0
1130,0
1131,1
1132,1
1133,1
1134,0
1135,0
1136,1
1137,0
1138,1
1139,0
1140,0
1141,1
1142,0
1143,1
1144,1
1145,0
1146,0
1147,0
1148,0
1149,1
1150,1
1151,1
1152,1
1153,0
1154,1
1155,1
1156,1
1157,1
1158,1
1159,1
1160,0
1161,0
1162,0
1163,0
1164,1
1165,1
1166,1
1167,1
1168,1
1169,1
1170,1
1171,1
1172,1
1173,1
1174,1
1175,0
1176,0
1177,0
1178,1
1179,1
1180,1
1181,1
1182,1
1183,1
1184,1
1185,1
1186,0
1187,0
1188,0
1189,1
1190,0
1191,1
1192,0
1193,0
1194,0
1195,0
1196,0
1197,0
1198,1
1199,0
1200,0
1201,0
1202,0
1203,1
1204,0
1205,0
1206,0
1207,0
1208,0
1209,0
1210,1
1211,0
1212,0
1213,1
1214,1
1215,1
1216,1
1217,0
1218,0
1219,1
1220,0
1221,0
1222,1
1223,0
1224,0
1225,1
1226,1
1227,1
1228,0
1229,0
1230,0
1231,1
1232,0
1233,0
1234,0
1235,0
1236,0
1237,1
1238,0
1239,0
1240,0
1241,0
1242,0
1243,0
1244,0
1245,0
1246,0
1247,1
1248,0
1249,1
1250,0
1251,0
1252,1
1253,0
1254,1
1255,0
1256,0
1257,1
1258,1
1259,1
1260,1
1261,1
1262,0
1263,1
1264,0
1265,0
1266,0
1267,0
1268,0
1269,0
1270,0
1271,0
1272,1
1273,1
1274,0
1275,0
1276,1
1277,0
1278,0
1279,1
1280,0
1281,1
1282,0
1283,0
1284,0
1285,0
1286,0
1287,0
1288,0
1289,1
1290,1
1291,0
1292,1
1293,0
1294,1
1295,0
1296,0
1297,0
1298,0
1299,0
1300,0
1301,0
1302,0
1303,1
1304,0
1305,0
1306,1
1307,1
1308,0
1309,1
1310,1
1311,0
1312,0
1313,0
1314,1
1315,0
1316,0
1317,0
1318,0
1319,1
1320,0
1321,0
1322,1
1323,1
1324,1
1325,0
1326,1
1327,0
1328,0
1329,0
1330,0
1331,0
1332,1
1333,0
1334,0
1335,0
1336,1
1337,1
1338,0
1339,0
1340,1
1341,0
1342,0
1343,0
1344,1
1345,0
1346,0
1347,1
1348,1
1349,0
1350,0
1351,0
1352,1
1353,0
1354,0
1355,1
1356,0
1357,0
1358,0
1359,1
1360,1
1361,1
1362,1
1363,0
1364,1
1365,1
1366,0
1367,1
1368,1
1369,0
1370,1
1371,0
1372,1
1373,1
1374,0
1375,0
1376,0
1377,1
1378,0
1379,0
1380,1
1381,1
1382,0
1383,0
1384,0
1385,0
1386,1
1387,1
1388,0
1389,1
1390,1
1391,1
1392,1
1393,1
1394,1
1395,0
1396,1
1397,0
1398,1
1399,0
1400,1
1401,1
1402,0
1403,0
1404,0
1405,0
1406,0
1407,1
1408,0
1409,1
1410,1
1411,1
1412,0
1413,0
1414,0
1415,1
1416,1
1417,0
1418,0
1419,0
1420,0
1421,1
1422,0
1423,0
1424,1
1425,0
1426,1
1427,0
1428,1
1429,1
1430,1
1431,0
1432,1
1433,1
1434,1
1435,1
1436,0
1437,1
1438,1
1439,1
1440,0
1441,0
1442,1
1443,0
1444,0
1445,0
1446,0
1447,0
1448,0
1449,1
1450,0
1451,1
1452,1
1453,1
1454,1
1455,0
1456,1
1457,0
1458,1
1459,0
1460,0
1461,1
1462,0
1463,1
1464,1
1465,0
1466,0
1467,0
1468,0
1469,0
1470,1
1471,1
1472,0
1473,1
1474,1
1475,0
1476,1
1477,0
1478,1
1479,0
1480,1
1481,0
1482,0
1483,0
1484,0
1485,0
1486,0
1487,0
1488,1
1489,0
1490,1
1491,1
1492,1
1493,1
1494,0
1495,0
1496,0
1497,1
1498,1
1499,0
1500,1
1501,0
1502,1
1503,1
1504,0
1505,1
1506,1
1507,0
1508,0
1509,0
1510,0
1511,0
1512,0
1513,0
1514,0
1515,1
1516,1
1517,0
1518,0
1519,1
1520,1
1521,0
1522,1
1523,0
1524,0
1525,1
1526,1
1527,1
1528,1
1529,1
1530,0
1531,1
1532,0
1533,1
1534,0
1535,0
1536,1
1537,0
1538,0
1539,1
1540,1
1541,1
1542,1
1543,1
1544,1
1545,0
1546,1
1547,0
1548,0
1549,1
1550,0
1551,1
1552,1
1553,0
1554,1
1555,1
1556,1
1557,0
1558,0
1559,0
1560,0
1561,0
1562,0
1563,1
1564,1
1565,0
1566,0
1567,1
1568,1
1569,0
1570,0
1571,0
1572,1
1573,0
1574,0
1575,0
1576,0
1577,1
1578,1
1579,0
1580,0
1581,1
1582,0
1583,0
1584,0
1585,0
1586,1
1587,0
1588,0
1589,1
1590,0
1591,1
1592,0
1593,0
1594,0
1595,0
1596,0
1597,0
1598,0
1599,1
1600,1
1601,0
1602,0
1603,0
1604,0
1605,0
1606,0
1607,1
1608,1
1609,0
1610,0
1611,1
1612,0
1613,1
1614,0
1615,0
1616,0
1617,0
1618,0
1619,0
1620,1
1621,0
1622,0
1623,0
1624,1
1625,1
1626,0
1627,0
1628,0
1629,0
1630,0
1631,1
1632,0
1633,0
1634,1
1635,0
1636,1
1637,0
1638,0
1639,1
1640,1
1641,0
1642,0
1643,1
1644,1
1645,0
1646,1
1647,0
1648,1
1649,1
1650,1
1651,1
1652,0
1653,0
1654,0
1655,1
1656,0
1657,1
1658,1
1659,0
1660,0
1661,1
1662,0
1663,1
1664,0
1665,0
1666,0
1667,0
1668,1
1669,1
1670,0
1671,0
1672,0
1673,0
1674,0
1675,1
1676,0
1677,1
1678,1
1679,0
1680,1
1681,0
1682,0
1683,0
1684,0
1685,1
1686,1
1687,0
1688,0
1689,0
1690,0
1691,1
1692,1
1693,1
1694,0
1695,0
1696,0
1697,0
1698,0
1699,0
1700,0
1701,0
1702,1
1703,0
1704,0
1705,0
1706,0
1707,0
1708,0
1709,1
1710,1
1711,1
1712,1
1713,1
1714,1
1715,0
1716,1
1717,1
1718,0
1719,0
1720,0
1721,0
1722,1
1723,1
1724,0
1725,0
1726,0
1727,1
1728,0
1729,0
1730,1
1731,0
1732,0
1733,1
1734,0
1735,0
1736,0
1737,0
1738,1
1739,0
1740,0
1741,1
1742,1
1743,0
1744,1
1745,1
1746,1
1747,0
1748,1
1749,0
1750,0
1751,0
1752,0
1753,1
1754,0
1755,0
1756,0
1757,0
1758,1
1759,0
1760,1
1761,0
1762,0
1763,1
1764,1
1765,0
1766,0
1767,1
1768,1
1769,0
1770,1
1771,0
1772,0
1773,1
1774,0
1775,1
1776,0
1777,0
1778,1
1779,0
1780,0
1781,0
1782,1
1783,1
1784,1
1785,0
1786,0
1787,1
1788,0
1789,0
1790,0
1791,0
1792,1
1793,1
1794,0
1795,1
1796,0
1797,1
1798,0
1799,0
1800,0
1801,0
1802,0
1803,0
1804,0
1805,1
1806,0
1807,1
1808,0
1809,0
1810,1
1811,0
1812,1
1813,0
1814,1
1815,1
1816,0
1817,0
1818,0
1819,0
1820,0
1821,0
1822,0
1823,0
1824,1
1825,1
1826,0
1827,0
1828,0
1829,1
1830,0
1831,1
1832,0
1833,0
1834,0
1835,1
1836,0
1837,1
1838,0
1839,0
1840,0
1841,1
1842,0
1843,0
1844,1
1845,1
1846,1
1847,0
1848,0
1849,1
1850,0
1851,0
1852,0
1853,1
1854,0
1855,0
1856,1
1857,1
1858,0
1859,0
1860,0
1861,1
1862,0
1863,0
1864,0
1865,0
1866,0
1867,1
1868,1
1869,1
1870,0
1871,0
1872,0
1873,0
1874,0
1875,1
1876,0
1877,1
1878,0
1879,1
1880,0
1881,0
1882,0
1883,1
1884,0
1885,0
1886,1
1887,0
1888,1
1889,1
1890,0
1891,0
1892,0
1893,1
1894,0
1895,0
1896,1
1897,1
1898,1
1899,0
1900,1
1901,1
1902,1
1903,0
1904,0
1905,1
1906,0
1907,1
1908,0
1909,1
1910,1
1911,1
1912,0
1913,1
1914,0
1915,0
1916,1
1917,0
1918,0
1919,0
1920,1
1921,0
1922,0
1923,0
1924,1
1925,0
1926,0
1927,0
1928,1
1929,1
1930,1
1931,1
1932,1
1933,1
1934,0
1935,1
1936,1
1937,1
1938,0
1939,0
1940,1
1941,0
1942,1
1943,0
1944,0
1945,0
1946,1
1947,0
1948,0
1949,0
1950,1
1951,0
1952,0
1953,1
1954,1
1955,1
1956,0
1957,0
1958,0
1959,0
1960,0
1961,0
1962,1
1963,0
1964,0
1965,0
1966,0
1967,1
1968,0
1969,1
1970,1
1971,0
1972,0
1973,1
1974,1
1975,0
1976,0
1977,0
1978,0
1979,1
1980,1
1981,0
1982,1
1983,0
1984,0
1985,0
1986,1
1987,1
1988,0
1989,1
1990,0
1991,0
1992,0
1993,1
1994,0
1995,1
1996,1
1997,0
1998,0
1999,0
2000,0
2001,0
2002,0
2003,0
2004,0
2005,0
2006,0
2007,0
2008,0
2009,1
2010,0
2011,0
2012,1
2013,0
2014,1
2015,0
2016,1
2017,1
2018,0
2019,1
2020,1
2021,0
2022,1
2023,0
2024,0
2025,0
2026,1
2027,0
2028,0
2029,1
2030,0
2031,0
2032,0
2033,1
2034,0
2035,1
2036,1
2037,1
2038,0
2039,0
2040,0
2041,1
2042,1
2043,1
2044,1
2045,0
2046,1
2047,0
2048,0
2049,0
2050,1
2051,0
2052,1
2053,0
2054,0
2055,0
2056,1
2057,0
2058,0
2059,1
2060,1
2061,0
2062,0
2063,1
2064,0
2065,1
2066,0
2067,1
2068,1
2069,0
2070,0
2071,0
2072,0
2073,1
2074,0
2075,0
2076,0
2077,1
2078,1
2079,1
2080,0
2081,0
2082,0
2083,0
2084,1
2085,0
2086,0
2087,0
2088,1
2089,0
2090,0
2091,0
2092,1
2093,1
2094,0
2095,0
2096,1
2097,0
2098,0
2099,1
2100,1
2101,0
2102,0
2103,0
2104,1
2105,0
2106,0
2107,0
2108,1
2109,0
2110,0
2111,0
2112,1
2113,0
2114,0
2115,0
2116,0
2117,0
2118,1
2119,1
2120,0
2121,0
2122,0
2123,0
2124,0
2125,0
2126,0
2127,1
2128,1
2129,1
2130,1
2131,1
2132,1
2133,1
2134,0
2135,0
2136,0
2137,0
2138,0
2139,0
2140,0
2141,0
2142,1
2143,0
2144,0
2145,0
2146,1
2147,0
2148,0
2149,1
2150,0
2151,1
2152,1
2153,1
2154,1
2155,1
2156,1
2157,1
2158,0
2159,0
2160,1
2161,0
2162,0
2163,0
2164,0
2165,0
2166,0
2167,0
2168,0
2169,0
2170,0
2171,0
2172,0
2173,0
2174,0
2175,0
2176,0
2177,1
2178,1
2179,1
2180,0
2181,1
2182,0
2183,1
2184,0
2185,0
2186,0
2187,1
2188,1
2189,1
2190,1
2191,0
2192,1
2193,0
2194,0
2195,0
2196,0
2197,0
2198,1
2199,1
2200,0
2201,1
2202,0
2203,0
2204,0
2205,0
2206,0
2207,1
2208,0
2209,1
2210,0
2211,0
2212,0
2213,0
2214,0
2215,0
2216,1
2217,0
2218,0
2219,1
2220,0
2221,0
2222,0
2223,1
2224,0
2225,0
2226,1
2227,0
2228,0
2229,0
2230,1
2231,1
2232,1
2233,0
2234,0
2235,0
2236,0
2237,1
2238,0
2239,1
2240,1
2241,1
2242,0
2243,1
2244,0
2245,0
2246,1
2247,1
2248,0
2249,1
2250,0
2251,1
2252,0
2253,0
2254,0
2255,0
2256,0
2257,1
2258,0
2259,0
2260,0
2261,1
2262,0
2263,0
2264,0
2265,0
2266,1
2267,1
2268,0
2269,0
2270,0
2271,0
2272,0
2273,1
2274,1
2275,1
2276,1
2277,0
2278,0
2279,1
2280,1
2281,1
2282,1
2283,1
2284,0
2285,1
2286,0
2287,0
2288,0
2289,0
2290,1
2291,0
2292,1
2293,1
2294,0
2295,1
2296,1
2297,0
2298,1
2299,0
2300,0
2301,0
2302,0
2303,0
2304,0
2305,1
2306,1
2307,1
2308,1
2309,0
2310,0
2311,1
2312,1
2313,0
2314,0
2315,0
2316,0
2317,0
2318,1
2319,0
2320,1
2321,0
2322,0
2323,1
2324,1
2325,0
2326,0
2327,1
2328,1
2329,0
2330,0
2331,1
2332,1
2333,0
2334,1
2335,1
2336,0
2337,0
2338,1
2339,1
2340,1
2341,0
2342,1
2343,0
2344,0
2345,0
2346,0
2347,1
2348,0
2349,0
2350,0
2351,1
2352,1
2353,1
2354,0
2355,0
2356,0
2357,1
2358,0
2359,1
2360,0
2361,1
2362,0
2363,1
2364,0
2365,1
2366,0
2367,1
2368,0
2369,0
2370,0
2371,0
2372,0
2373,0
2374,0
2375,0
2376,1
2377,0
2378,1
2379,0
2380,1
2381,0
2382,0
2383,0
2384,1
2385,0
2386,0
2387,1
2388,1
2389,0
2390,1
2391,0
2392,0
2393,1
2394,1
2395,1
2396,1
2397,0
2398,0
2399,0
2400,1
2401,1
2402,1
2403,1
2404,0
2405,0
2406,0
2407,1
2408,0
2409,1
2410,0
2411,0
2412,1
2413,1
2414,1
2415,1
2416,1
2417,1
2418,1
2419,0
2420,1
2421,0
2422,1
2423,0
2424,1
2425,0
2426,0
2427,1
2428,0
2429,0
2430,0
2431,0
2432,0
2433,1
2434,1
2435,1
2436,1
2437,0
2438,1
2439,0
2440,1
2441,1
2442,0
2443,0
2444,0
2445,1
2446,0
2447,0
2448,0
2449,0
2450,1
2451,1
2452,1
2453,0
2454,1
2455,0
2456,0
2457,1
2458,0
2459,0
2460,0
2461,1
2462,0
2463,1
2464,0
2465,0
2466,0
2467,1
2468,0
2469,1
2470,1
2471,1
2472,1
2473,0
2474,1
2475,1
2476,1
2477,1
2478,0
2479,0
2480,0
2481,1
2482,0
2483,0
2484,1
2485,1
2486,1
2487,0
2488,1
2489,1
2490,0
2491,1
2492,1
2493,0
2494,0
2495,0
2496,0
2497,0
2498,0
2499,1
2500,0
2501,0
2502,1
2503,0
2504,0
2505,1
2506,1
2507,1
2508,1
2509,0
2510,0
2511,0
2512,0
2513,1
2514,1
2515,1
2516,1
2517,1
2518,1
2519,0
2520,1
2521,1
2522,1
2523,0
2524,1
2525,1
2526,1
2527,1
2528,0
2529,0
2530,0
2531,1
2532,0
2533,0
2534,1
2535,0
2536,1
2537,0
2538,0
2539,0
2540,0
2541,0
2542,0
2543,0
2544,1
2545,0
2546,1
2547,0
2548,0
2549,1
2550,1
2551,0
2552,0
2553,1
2554,0
2555,1
2556,1
2557,1
2558,0
2559,1
2560,0
2561,0
2562,1
2563,1
2564,0
2565,1
2566,0
2567,0
2568,0
2569,0
2570,1
2571,0
2572,0
2573,0
2574,1
2575,1
2576,1
2577,1
2578,1
2579,0
2580,1
2581,1
2582,0
2583,1
2584,1
2585,1
2586,0
2587,1
2588,0
2589,0
2590,1
2591,1
2592,1
2593,0
2594,0
2595,1
2596,1
2597,1
2598,0
2599,0
2600,0
2601,1
2602,1
2603,0
2604,0
2605,1
2606,1
2607,0
2608,1
2609,1
2610,0
2611,0
2612,0
2613,1
2614,1
2615,0
2616,1
2617,1
2618,0
2619,0
2620,1
2621,0
2622,0
2623,1
2624,1
2625,0
2626,0
2627,0
2628,1
2629,1
2630,0
2631,0
2632,0
2633,1
2634,0
2635,0
2636,1
2637,1
2638,0
2639,0
2640,0
2641,1
2642,1
2643,1
2644,1
2645,0
2646,0
2647,1
2648,0
2649,1
2650,0
2651,0
2652,1
2653,0
2654,1
2655,1
2656,1
2657,1
2658,0
2659,1
2660,1
2661,1
2662,0
2663,0
2664,1
2665,0
2666,0
2667,0
2668,1
2669,0
2670,0
2671,1
2672,1
2673,0
2674,0
2675,0
2676,0
2677,0
2678,1
2679,0
2680,0
2681,0
2682,0
2683,0
2684,1
2685,0
2686,0
2687,1
2688,0
2689,1
2690,0
2691,1
2692,1
2693,0
2694,0
2695,1
2696,0
2697,1
2698,0
2699,0
2700,0
2701,0
2702,0
2703,0
2704,1
2705,0
2706,1
2707,0
2708,0
2709,1
2710,0
2711,1
2712,1
2713,1
2714,1
2715,0
2716,0
2717,0
2718,0
2719,1
2720,1
2721,1
2722,0
2723,0
2724,1
2725,0
2726,0
2727,0
2728,1
2729,1
2730,1
2731,1
2732,1
2733,0
2734,0
2735,1
2736,0
2737,1
2738,0
2739,0
2740,0
2741,0
2742,0
2743,1
2744,0
2745,0
2746,0
2747,1
2748,0
2749,1
2750,0
2751,0
2752,0
2753,0
2754,1
2755,0
2756,0
2757,0
2758,1
2759,1
2760,0
2761,1
2762,1
2763,0
2764,1
2765,0
2766,0
2767,0
2768,0
2769,1
2770,1
2771,1
2772,0
2773,1
2774,0
2775,1
2776,0
2777,0
2778,0
2779,1
2780,0
2781,0
2782,0
2783,0
2784,0
2785,1
2786,0
2787,0
2788,0
2789,0
2790,1
2791,1
2792,0
2793,0
2794,1
2795,1
2796,1
2797,1
2798,0
2799,1
2800,1
2801,0
2802,1
2803,0
2804,0
2805,0
2806,0
2807,0
2808,0
2809,1
2810,0
2811,1
2812,1
2813,0
2814,1
2815,1
2816,1
2817,0
2818,1
2819,0
2820,0
2821,1
2822,0
2823,0
2824,0
2825,0
2826,0
2827,1
2828,1
2829,0
2830,1
2831,0
2832,0
2833,0
2834,0
2835,0
2836,0
2837,1
2838,0
2839,1
2840,0
2841,0
2842,1
2843,0
2844,0
2845,0
2846,1
2847,0
2848,1
2849,0
2850,1
2851,0
2852,1
2853,0
2854,0
2855,0
2856,0
2857,0
2858,1
2859,0
2860,1
2861,1
2862,0
2863,1
2864,1
2865,0
2866,1
2867,1
2868,0
2869,0
2870,0
2871,0
2872,1
2873,0
2874,0
2875,1
2876,0
2877,1
2878,0
2879,1
2880,0
2881,0
2882,0
2883,1
2884,1
2885,0
2886,0
2887,0
2888,0
2889,1
2890,0
2891,0
2892,0
2893,0
2894,1
2895,0
2896,0
2897,0
2898,1
2899,0
2900,0
2901,0
2902,0
2903,1
2904,0
2905,1
2906,1
2907,1
2908,0
2909,1
2910,0
2911,1
2912,1
2913,0
2914,1
2915,0
2916,0
2917,1
2918,1
2919,1
2920,1
2921,0
2922,1
2923,1
2924,0
2925,0
2926,0
2927,0
2928,1
2929,0
2930,0
2931,0
2932,0
2933,0
2934,1
2935,1
2936,0
2937,1
2938,1
2939,0
2940,0
2941,1
2942,1
2943,1
2944,0
2945,1
2946,0
2947,0
2948,1
2949,0
2950,1
2951,0
2952,0
2953,0
2954,0
2955,0
2956,1
2957,0
2958,0
2959,1
2960,1
2961,1
2962,0
2963,1
2964,1
2965,0
2966,0
2967,1
2968,1
2969,0
2970,1
2971,1
2972,0
2973,0
2974,1
2975,0
2976,1
2977,0
2978,0
2979,0
2980,1
2981,0
2982,1
2983,1
2984,1
2985,1
2986,0
2987,0
2988,0
2989,1
2990,1
2991,0
2992,0
2993,1
2994,0
